Assumption,None,Assumption
Assumption,Assumption,Assumption
None,Anecdote,Assumption
Assumption,Assumption,Assumption
Assumption,Assumption,Anecdote
None,Assumption,Assumption
Assumption,Assumption,Assumption
Anecdote,Assumption,Assumption
Assumption,Assumption,Assumption
Assumption,Assumption,Assumption
None,Assumption,Definition
None,Assumption,Assumption
Assumption,Assumption,Assumption
Common ground,Anecdote,Assumption
None,Assumption,Assumption
Assumption,Assumption,Assumption
None,Common ground,Assumption
Assumption,Common ground,Assumption
Assumption,Assumption,Anecdote
Anecdote,Assumption,None
None,Assumption,Assumption
None,Assumption,Assumption
Assumption,Assumption,Assumption
Testimony,Assumption,Assumption
Assumption,Assumption,Assumption
Assumption,Other,None
None,Assumption,Assumption
None,Assumption,Assumption
None,Anecdote,Assumption
None,Assumption,Assumption
None,Anecdote,Assumption
Assumption,Assumption,None
None,None,None
None,Assumption,Assumption
Assumption,Assumption,Assumption
None,Assumption,Assumption
None,Assumption,Assumption
Assumption,Assumption,None
None,Assumption,Assumption
Anecdote,Assumption,Assumption
Assumption,Assumption,Assumption
None,None,Assumption
Assumption,None,Assumption
Assumption,None,Assumption
None,Assumption,None
None,Assumption,Assumption
Assumption,Assumption,Assumption
None,None,Anecdote
Assumption,Assumption,Assumption
Assumption,None,Assumption
None,None,Statistics/Study
Statistics/Study,None,None
None,Anecdote,Assumption
Assumption,Assumption,None
None,Assumption,Assumption
Assumption,None,Assumption
Assumption,None,Assumption
None,None,None
None,Assumption,Assumption
None,Assumption,Other
None,Assumption,Assumption
Anecdote,None,Assumption
None,Definition,Assumption
Assumption,Assumption,Assumption
None,None,Common ground
Assumption,Assumption,Assumption
Common ground,Assumption,Assumption
Assumption,Assumption,None
None,None,Assumption
None,Assumption,Assumption
Assumption,Assumption,Assumption
Assumption,Anecdote,Assumption
Assumption,Assumption,Assumption
None,Other,Assumption
Assumption,Statistics/Study,Assumption
Assumption,None,Assumption
Assumption,Assumption,Assumption
None,None,Common ground
Assumption,Assumption,Assumption
Other,Assumption,Assumption
None,None,Assumption
Other,None,Assumption
Assumption,None,Assumption
Assumption,Assumption,Assumption
Assumption,Assumption,Assumption
None,Assumption,Assumption
Common ground,None,Anecdote
None,Assumption,Anecdote
Anecdote,Assumption,Assumption
None,Assumption,Assumption
Common ground,Assumption,Anecdote
Anecdote,Assumption,Assumption
Assumption,Assumption,Assumption
Assumption,Definition,Assumption
Assumption,None,Assumption
Assumption,Assumption,Assumption
Assumption,Assumption,Definition
None,None,Assumption
Assumption,Assumption,Definition
Common ground,Assumption,Assumption
Assumption,None,Definition
Assumption,Assumption,Definition
Assumption,Other,Assumption
Assumption,Assumption,Statistics/Study
Statistics/Study,Other,Other
None,Assumption,Other
Other,Common ground,Assumption
Assumption,Assumption,Other
None,Assumption,Other
None,Assumption,Definition
Assumption,None,Other
None,Anecdote,Assumption
None,Assumption,Other
None,Assumption,Assumption
Assumption,Anecdote,Assumption
Assumption,Assumption,Anecdote
Anecdote,None,Assumption
Anecdote,Assumption,Assumption
Assumption,Assumption,Anecdote
None,Anecdote,Assumption
Anecdote,Definition,Assumption
Assumption,Assumption,Assumption
None,Definition,None
Definition,Assumption,Anecdote
Anecdote,Assumption,Other
None,Assumption,Assumption
Assumption,Assumption,Assumption
Assumption,Statistics/Study,Other
None,None,Assumption
Assumption,Other,Assumption
Assumption,Assumption,Assumption
Anecdote,None,Assumption
Assumption,Assumption,Assumption
Assumption,None,Assumption
None,Assumption,Assumption
Assumption,Other,Assumption
None,Assumption,Definition
Assumption,Assumption,Assumption
Assumption,Anecdote,Testimony
Assumption,Assumption,Assumption
None,Anecdote,Assumption
Assumption,Other,Assumption
Other,Assumption,Assumption
Assumption,Assumption,Assumption
Assumption,Assumption,Other
None,Assumption,Other
None,Anecdote,Assumption
None,None,Other
None,Assumption,Assumption
None,Assumption,Assumption
None,None,Other
Other,Assumption,Other
None,Assumption,Assumption
None,Assumption,Assumption
None,Assumption,Assumption
Assumption,Assumption,Assumption
None,Other,Assumption
None,Assumption,Definition
None,None,Anecdote
None,Definition,Other
Other,Assumption,Assumption
None,Assumption,None
None,None,Assumption
Assumption,Assumption,Assumption
Anecdote,Assumption,Assumption
None,Other,Assumption
None,Assumption,Other
None,Assumption,Assumption
Anecdote,Assumption,Assumption
Assumption,None,Assumption
Testimony,Other,Assumption
None,Other,Definition
None,None,Assumption
Assumption,Other,Assumption
None,Other,Assumption
Other,None,Assumption
Assumption,Assumption,Other
Testimony,None,Assumption
Assumption,Other,Assumption
None,Assumption,Assumption
Assumption,Definition,Assumption
Assumption,Definition,Testimony
Testimony,Assumption,Assumption
None,Other,Assumption
Assumption,None,Other
None,None,Assumption
Assumption,Assumption,Assumption
None,Assumption,Other
None,None,Common ground
Common ground,Assumption,Assumption
None,None,Other
Other,Statistics/Study,None
None,Assumption,Assumption
None,Assumption,Assumption
Assumption,Assumption,Definition
Testimony,Assumption,None
None,None,Assumption
Other,Assumption,None
None,Assumption,None
None,Assumption,Assumption
Assumption,Assumption,Assumption
Assumption,Assumption,Assumption
Assumption,Assumption,Other
None,Assumption,Assumption
Assumption,Testimony,Assumption
Assumption,Assumption,Assumption
Assumption,Assumption,None
Assumption,None,Assumption
None,None,Assumption
Assumption,Other,None
Assumption,Definition,Assumption
None,None,Anecdote
Anecdote,Assumption,Assumption
Anecdote,None,Assumption
Assumption,None,Assumption
Assumption,Assumption,Assumption
Assumption,None,Assumption
None,Assumption,Other
Other,Assumption,Assumption
None,None,None
None,None,Statistics/Study
Statistics/Study,Assumption,Anecdote
Testimony,Anecdote,Other
Other,Assumption,Assumption
Assumption,None,None
None,Assumption,Assumption
Assumption,None,Anecdote
Anecdote,Assumption,Other
None,None,Assumption
None,Assumption,Assumption
None,None,Assumption
Assumption,Assumption,Assumption
Assumption,Other,Assumption
Assumption,Testimony,Assumption
None,Assumption,None
None,Assumption,Assumption
None,Assumption,Other
None,Assumption,Assumption
None,Other,Assumption
Assumption,Other,Assumption
Assumption,Assumption,Assumption
